id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2426039314,20141201T000000,280000.0,2,1.5,0.06792452830188679,0.0004512856795847445,3.0,0,0,3,7,0.09868421052631578,0,2005,0,98133,0.9192536593212282,0.13455149501662333,1390,1756
461000390,20140624T000000,687500.0,4,1.75,0.1539622641509434,0.002713771603408933,1.5,0,0,4,7,0.13377192982456143,820,1929,0,98117,0.846710632137686,0.1254152823920407,1460,5000
7589200193,20141110T000000,535000.0,3,1.0,0.06037735849056604,0.0015022664233156594,1.5,0,0,4,8,0.08771929824561403,0,1929,0,98117,0.8573266848962504,0.11960132890366992,1570,5080
7955080270,20141203T000000,322500.0,4,2.75,0.13358490566037737,0.0037187151502963032,1.0,0,0,3,7,0.10855263157894736,780,1981,0,98058,0.43702750522760425,0.3006644518272594,2020,8720
9547205180,20140613T000000,696000.0,3,2.5,0.1516981132075472,0.0015386115787184575,1.5,0,0,3,8,0.13377192982456143,790,1930,2002,98115,0.8473540292745696,0.1735880398671128,1590,3264
9435300030,20140528T000000,550000.0,4,1.0,0.10339622641509434,0.02079427491112095,1.0,0,0,1,5,0.07017543859649122,730,1933,0,98052,0.8142190767251236,0.3214285714285694,2160,11467
2768000400,20141230T000000,640000.0,4,2.0,0.15622641509433965,0.0033195241934555696,2.0,0,0,4,8,0.22697368421052633,0,1904,0,98107,0.8272478687469942,0.1303986710963585,1730,4700
7895500070,20150213T000000,240000.0,4,1.0,0.07018867924528302,0.0045764608178023415,1.0,0,0,2,7,0.06578947368421052,330,1969,0,98001,0.2866334244812663,0.1968438538206101,1290,7800
2078500320,20140620T000000,605000.0,4,2.5,0.17584905660377362,0.004260257965797997,2.0,0,0,3,8,0.25548245614035087,0,1996,0,98056,0.6018980215538079,0.28156146179402697,2620,11884
5547700270,20140715T000000,625000.0,4,2.5,0.17207547169811324,0.003028762950233184,2.0,0,0,3,9,0.25,0,2000,0,98074,0.7376548174360664,0.4086378737541594,2470,5669
7766200013,20140811T000000,775000.0,4,2.25,0.29660377358490564,0.014335740796043708,1.0,0,0,3,8,0.2532894736842105,1620,1984,0,98166,0.46501528068201026,0.142857142857153,2410,30617
7203220400,20140707T000000,861990.0,5,2.75,0.24943396226415096,0.003100847508448734,2.0,0,0,3,9,0.36239035087719296,0,2014,0,98053,0.8507318642432153,0.417774086378742,3625,5639
9270200160,20141028T000000,685000.0,3,1.0,0.09660377358490567,0.001066124558482081,2.0,0,0,3,7,0.14035087719298245,0,1922,0,98119,0.7807624256072074,0.12873754152825256,1580,2640
1432701230,20140729T000000,309000.0,3,1.0,0.07471698113207548,0.005534155662666074,1.0,0,0,4,6,0.06907894736842106,360,1959,0,98058,0.4706450056297342,0.2857142857142918,1340,8808
8035350320,20140718T000000,488000.0,3,2.5,0.21660377358490568,0.00792506113558015,2.0,0,0,3,8,0.31469298245614036,0,2003,0,98019,0.9464371883545226,0.45016611295682196,3050,9232
8945200830,20150325T000000,210490.0,3,1.0,0.052830188679245285,0.0048508667410934675,1.0,0,0,3,6,0.07675438596491228,0,1966,0,98023,0.24239987132058616,0.12292358803988179,1228,8840
4178300310,20140716T000000,785000.0,4,2.5,0.15094339622641512,0.007811785401241428,2.0,0,0,4,9,0.2192982456140351,0,1981,0,98007,0.7455364323628828,0.30564784053157723,2680,13685
9215400105,20150428T000000,450000.0,3,1.75,0.07245283018867925,0.0032971113476238443,1.0,0,0,4,7,0.10526315789473685,0,1953,0,98115,0.8423677014637434,0.1810631229235895,970,5100
822039084,20150311T000000,1350000.0,3,2.5,0.1858867924528302,0.03906195576915738,1.0,1,2,5,9,0.2055921052631579,588,1953,0,98070,0.3992279234357454,0.0564784053156302,2680,72513
5245600105,20140916T000000,228000.0,3,1.0,0.06792452830188679,0.005257326729014761,1.0,0,0,3,7,0.09868421052631578,0,1955,0,98148,0.4341322181116425,0.1636212624584772,1190,9364
7231300125,20150217T000000,345000.0,5,2.5,0.2158490566037736,0.005217952810661729,1.0,0,0,4,8,0.14802631578947367,1510,1966,0,98056,0.5428663342448203,0.27408637873755026,1990,9133
7518505990,20141231T000000,600000.0,3,1.75,0.08452830188679246,0.002156479220566027,1.0,0,0,4,7,0.07785087719298246,410,1950,0,98117,0.8442978928743798,0.11212624584719322,1410,4080
3626039271,20150205T000000,585000.0,2,1.75,0.12754716981132078,0.004864193298074494,1.0,0,0,3,7,0.07675438596491228,990,1981,0,98117,0.873411613318325,0.12458471760798773,1480,6738
4217401195,20150303T000000,920000.0,5,2.25,0.18415094339622642,0.0033195241934555696,1.5,0,0,3,8,0.2017543859649123,600,1927,0,98105,0.8061766125140792,0.19767441860466306,2730,6000
9822700295,20140512T000000,885000.0,4,2.5,0.1916981132075472,0.002713771603408933,2.0,0,0,3,9,0.27850877192982454,0,1995,0,98105,0.8103586939038223,0.19019933554817214,1950,5000
9478500640,20140819T000000,292500.0,4,2.5,0.14792452830188682,0.002407866545435381,2.0,0,0,3,7,0.2149122807017544,0,2008,0,98042,0.3384268940003352,0.336378737541537,2250,4500
2799800710,20150407T000000,301000.0,3,2.5,0.16075471698113208,0.002562333455897274,2.0,0,0,3,8,0.23355263157894735,0,2003,0,98042,0.3384268940003352,0.3297342192691133,2690,4750
7922800400,20140827T000000,951000.0,5,3.25,0.22339622641509435,0.008372712299624616,2.0,0,4,4,8,0.32456140350877194,0,1968,0,98008,0.6950297571175952,0.3347176079734311,2960,11044
8079040320,20150223T000000,430000.0,4,3.0,0.11773584905660377,0.005727996491480998,2.0,0,0,3,8,0.17105263157894735,0,1991,0,98059,0.5629724947723957,0.30730897009968317,2270,8542
1516000055,20141210T000000,650000.0,3,2.25,0.14037735849056607,0.012548164902816083,1.0,0,3,4,8,0.1425438596491228,560,1959,0,98166,0.4466784622808433,0.14950166112957675,2570,18900
9558200045,20140828T000000,289000.0,3,1.75,0.07320754716981133,0.004773330409567498,1.0,0,0,3,7,0.10635964912280703,0,1954,0,98148,0.4515039408074699,0.15282392026580283,1290,8750
5072410070,20141021T000000,505000.0,3,1.75,0.16822641509433964,0.0049489986606810225,2.0,0,0,5,8,0.2444078947368421,0,1973,0,98166,0.46147659642915073,0.1453488372093119,2500,9500
9528102996,20141207T000000,549000.0,3,1.75,0.09433962264150944,0.0003174143571844377,3.0,0,0,3,8,0.13706140350877194,0,2014,0,98115,0.8373813736528888,0.16528239202659734,1580,3090
1189001180,20140603T000000,425000.0,3,2.25,0.10339622641509434,0.0033195241934555696,1.0,0,0,3,7,0.08991228070175439,550,1979,0,98122,0.7325076403410122,0.18438538205981558,1440,4080
3253500160,20141120T000000,317625.0,3,2.75,0.18716981132075475,0.0019923202686633885,1.5,0,0,5,7,0.16228070175438597,1000,1925,0,98144,0.6736368023162385,0.1785714285714306,1440,4000
3394100030,20140909T000000,975000.0,4,2.5,0.18339622641509437,0.006377969020601039,2.0,0,0,3,10,0.2664473684210526,0,1989,0,98004,0.6845745536432446,0.27159468438539136,2750,11049
3717000160,20141009T000000,287000.0,4,2.5,0.14716981132075474,0.002500546691712517,2.0,0,0,3,7,0.21381578947368424,0,2005,0,98001,0.292584847997432,0.21760797342193428,2221,4557
1274500060,20140825T000000,204000.0,3,1.0,0.053584905660377366,0.006996442415038656,1.0,0,0,4,7,0.07785087719298246,0,1968,0,98042,0.33167122406305793,0.3397009966777489,1010,12635
1802000060,20140612T000000,1325000.0,5,2.25,0.21962264150943397,0.011895769363335855,1.0,0,0,3,8,0.14364035087719296,1600,1965,0,98004,0.7630690043429382,0.2524916943521731,3390,20158
1525059190,20140912T000000,1040000.0,5,3.25,0.33811320754716984,0.030029578898971974,1.0,0,0,4,11,0.3048245614035088,1700,1973,0,98005,0.7987775454399326,0.2981727574751005,3530,38917
1049000060,20150105T000000,325000.0,3,2.0,0.07320754716981133,0.0030844921885174745,1.0,0,0,4,7,0.10635964912280703,0,1972,0,98034,0.9334083963326378,0.28239202657807994,1640,4745
8820901275,20140610T000000,571000.0,4,2.0,0.18566037735849059,0.004414119123669843,1.5,0,0,5,7,0.2149122807017544,500,1916,0,98125,0.9022036351938283,0.19269102990033105,1510,7807
5416510140,20140710T000000,360000.0,4,2.5,0.1577358490566038,0.002713771603408933,2.0,0,0,3,8,0.22916666666666663,0,2005,0,98038,0.3295801833681793,0.4011627906976827,2420,5000
3444100400,20150316T000000,349000.0,3,1.75,0.11320754716981134,0.030293081275642262,1.0,0,0,5,7,0.08771929824561403,700,1965,0,98042,0.31397780279878873,0.3704318936877229,1940,50529
3276920270,20141105T000000,832500.0,4,4.0,0.23698113207547175,0.020948136068992797,2.0,0,0,4,10,0.23026315789473684,1040,1986,0,98075,0.6857004986327837,0.4418604651162923,3240,35020
4036801170,20141013T000000,380000.0,4,1.75,0.1109433962264151,0.004107002560516198,1.0,0,0,3,7,0.06469298245614036,880,1956,0,98008,0.7198005468875692,0.3272425249169544,1680,7500
2391600320,20150420T000000,480000.0,3,1.0,0.05660377358490566,0.0027501167588117313,1.0,0,0,3,7,0.08223684210526316,0,1941,0,98116,0.6557825317677413,0.10382059800664933,890,5060
6300000287,20140609T000000,410000.0,3,1.0,0.08452830188679246,0.0027501167588117313,1.0,0,0,4,7,0.06798245614035088,500,1956,0,98133,0.8869229531928653,0.14867109634552378,1130,5693
1531000030,20150323T000000,720000.0,4,2.5,0.23849056603773586,0.02372308868399644,2.0,0,0,3,10,0.3464912280701754,0,2002,0,98010,0.29934051793469507,0.4102990033222653,3350,39750
5104520400,20141202T000000,390000.0,3,2.5,0.15547169811320757,0.0027743468624135967,2.0,0,0,3,8,0.22587719298245612,0,2003,0,98038,0.3141386520830025,0.42441860465118,2350,5363
7437100340,20141222T000000,360000.0,4,2.5,0.12150943396226414,0.003252285655960393,2.0,0,0,3,7,0.17653508771929827,0,1992,0,98038,0.310599967830143,0.4053156146179475,1870,6405
9418400240,20141028T000000,355000.0,2,1.0,0.13056603773584907,0.003755666058289148,1.0,0,0,3,7,0.07894736842105263,1010,1948,0,98118,0.6297249477240001,0.1893687707641334,1720,6720
1523059105,20150128T000000,356000.0,3,1.5,0.1049056603773585,0.004962325217662049,1.0,0,0,3,8,0.1524122807017544,0,1964,0,98059,0.5230818722856725,0.30730897009968317,1850,8797
1133000671,20140602T000000,315000.0,3,1.0,0.050566037735849056,0.003703571335545138,1.0,0,0,3,6,0.07346491228070176,0,1952,0,98125,0.9176451664790193,0.1735880398671128,1570,7203
4232902595,20141114T000000,940000.0,3,1.5,0.139622641509434,0.0018657179773436414,2.0,0,0,3,9,0.17653508771929827,240,1925,0,98119,0.7685378800064342,0.1279069767441996,2020,4800
2599001200,20141103T000000,305000.0,5,2.25,0.1788679245283019,0.004773330409567498,1.5,0,0,5,7,0.2598684210526316,0,1961,0,98092,0.21714653369792813,0.27408637873755026,1590,8165
3342103156,20140618T000000,461000.0,3,3.25,0.18716981132075475,0.0034879234134885346,2.0,0,0,3,9,0.18530701754385964,790,2006,0,98056,0.5901560238056902,0.2657807308970206,1900,7349
1332700270,20140519T000000,215000.0,2,2.25,0.09962264150943397,0.0009207439368708881,2.0,0,0,4,7,0.14473684210526316,0,1979,0,98056,0.5824352581631018,0.2699335548172854,1950,2025
3869900162,20140904T000000,335000.0,2,1.75,0.05584905660377358,0.0003307409141654637,2.0,0,0,3,7,0.05208333333333333,265,2006,0,98136,0.6168570049863291,0.1096345514950201,1030,1106
2791500270,20140522T000000,243500.0,4,2.5,0.12754716981132078,0.004169395077291001,2.0,0,0,3,7,0.18530701754385964,0,1988,0,98023,0.2152163422872917,0.12209302325582883,1980,7510
5036300431,20150311T000000,1099880.0,5,2.75,0.2437735849056604,0.0035333548577420326,2.0,0,0,4,10,0.3541666666666667,0,2001,0,98199,0.7957214090397287,0.10631229235880824,2520,6250
4168000060,20150226T000000,153000.0,3,1.0,0.06867924528301887,0.006045410848665436,1.0,0,0,3,7,0.09978070175438596,0,1962,0,98023,0.2671706610905602,0.13953488372094114,1350,10500
6021501535,20140725T000000,430000.0,3,1.5,0.09735849056603774,0.002713771603408933,1.0,0,0,3,8,0.10964912280701754,290,1939,0,98117,0.8542705484960607,0.11046511627908728,1570,4500
6021501535,20141223T000000,700000.0,3,1.5,0.09735849056603774,0.002713771603408933,1.0,0,0,3,8,0.10964912280701754,290,1939,0,98117,0.8542705484960607,0.11046511627908728,1570,4500
1483300570,20140908T000000,905000.0,4,2.5,0.22716981132075476,0.0058939727011537765,1.0,0,0,3,7,0.23026315789473684,910,1946,1991,98040,0.6939038121280419,0.22425249169437222,1950,6045
3422049190,20150330T000000,247500.0,3,1.75,0.12603773584905661,0.009183815017697062,1.0,0,0,3,7,0.18311403508771928,0,1967,0,98032,0.3244330062731251,0.20099667774087493,1750,15616
1099611230,20140912T000000,199000.0,4,1.5,0.06566037735849056,0.0035618252294742246,1.0,0,0,4,7,0.09539473684210527,0,1975,0,98023,0.23757439279395953,0.11710963455151102,1160,6400
722079104,20140711T000000,314000.0,3,1.75,0.11471698113207547,0.02500546691712517,1.0,0,0,5,7,0.10087719298245613,600,1980,0,98038,0.41016567476275156,0.46594684385382834,1650,135036
7338200240,20140516T000000,437500.0,3,2.5,0.15320754716981133,0.022005174338624176,2.0,0,2,3,9,0.2225877192982456,0,1992,0,98045,0.5274248029596293,0.668604651162795,2550,35065
1952200240,20140611T000000,850830.0,3,2.5,0.13433962264150945,0.0077057786979832675,1.5,0,0,5,9,0.10745614035087718,800,1910,0,98102,0.7810841241756492,0.16943521594686217,2200,4500
5200100125,20141027T000000,555000.0,3,2.0,0.12754716981132078,0.0017918161613579519,1.5,0,0,4,7,0.12609649122807015,540,1929,0,98117,0.8389898664950977,0.12209302325582883,1610,3478
7214720075,20141212T000000,699950.0,3,2.25,0.14339622641509436,0.06485974707406354,2.0,0,0,4,8,0.20833333333333331,0,1983,0,98077,0.9927617822100814,0.3646179401993521,2570,47777
2450000295,20141007T000000,1088000.0,3,2.5,0.19849056603773588,0.004599479416224113,2.0,0,0,3,8,0.2883771929824561,0,1950,2010,98004,0.6844137043590308,0.2682724252491795,2370,8113
6197800045,20140924T000000,290000.0,3,1.0,0.06943396226415094,0.020231530754967624,1.0,0,0,3,7,0.10087719298245613,0,1954,0,98058,0.4529515843654508,0.2782392026578151,1640,14910
1328310370,20150402T000000,375000.0,3,2.5,0.1547169811320755,0.00574556331659235,1.0,0,0,4,8,0.1282894736842105,880,1978,0,98058,0.4619591442818205,0.32059800664453064,2250,8162
546000875,20140523T000000,460000.0,3,1.0,0.10415094339622642,0.0021110477763125295,1.5,0,0,4,7,0.09649122807017545,500,1939,0,98117,0.855557342769842,0.11544850498340509,1240,4005
3530510041,20140723T000000,188500.0,2,1.75,0.07169811320754717,0.0011951498601620145,1.0,0,0,4,8,0.10416666666666667,0,1985,0,98198,0.3625542866334399,0.1636212624584772,1270,4966
1853000400,20150305T000000,680000.0,4,2.5,0.21509433962264154,0.016668494020313306,2.0,0,0,4,10,0.3125,0,1991,0,98077,0.9240791378478548,0.3629568106312462,2990,35001
3134100116,20140827T000000,470000.0,5,1.75,0.13132075471698115,0.007161207119531341,2.0,0,0,4,7,0.1907894736842105,0,1942,0,98052,0.781405822744091,0.34053156146180186,2500,9433
9545230140,20140725T000000,597750.0,4,2.5,0.15245283018867928,0.005514771579784581,2.0,0,0,3,8,0.2214912280701754,0,1984,0,98027,0.6155702107125762,0.38704318936878224,1940,9636
3362400511,20150304T000000,570000.0,3,1.75,0.07320754716981133,0.0017009532728509563,1.0,0,0,5,6,0.044956140350877194,560,1905,0,98103,0.846710632137686,0.14119601328904707,1380,3536
2525310310,20140916T000000,272500.0,3,1.75,0.09433962264150944,0.007317491287763373,1.0,0,0,4,7,0.09539473684210527,380,1980,0,98038,0.3321537719157277,0.4053156146179475,1540,11656
6126500060,20141124T000000,329950.0,3,1.75,0.13509433962264153,0.003300745863164124,1.0,0,2,3,7,0.08662280701754387,1000,1971,0,98108,0.6297249477240001,0.18604651162792152,2090,5500
8961960160,20141028T000000,480000.0,4,2.5,0.22188679245283022,0.009480633786819914,2.0,0,3,3,9,0.24451754385964913,710,2001,0,98001,0.26121923757439447,0.22093023255814614,2640,8517
3626039325,20141121T000000,740500.0,3,3.5,0.3086792452830189,0.003531537599971893,2.0,0,0,3,8,0.2730263157894737,1600,1900,1999,98117,0.8721248190445579,0.1254152823920407,1830,6350
3362400431,20140626T000000,518500.0,3,3.5,0.09811320754716982,0.0003525480074071426,3.0,0,0,3,8,0.1425438596491228,0,2010,0,98103,0.846871481421914,0.142857142857153,1620,3166
4060000240,20140623T000000,205425.0,2,1.0,0.04452830188679245,0.0037920112136919466,1.0,0,0,4,6,0.06469298245614036,0,1945,0,98178,0.5549300305613656,0.22508305647841098,1190,6780
3454800060,20150108T000000,171800.0,4,2.0,0.09660377358490567,0.0055002335176234625,1.0,0,0,3,6,0.14035087719298245,0,1950,0,98168,0.5478526620556607,0.17940199335549778,1880,9000
1695900060,20150511T000000,535000.0,4,1.0,0.09962264150943397,0.00149136287669482,1.5,0,0,4,7,0.14473684210526316,0,1925,0,98144,0.6934212642753863,0.18687707641197449,1610,4040
7278700070,20150102T000000,660000.0,3,2.5,0.15924528301886795,0.003606650921137676,1.0,0,2,3,8,0.1392543859649123,840,1964,0,98177,0.9922792343574116,0.11046511627908728,2340,10856
6675500070,20141119T000000,391500.0,3,2.0,0.08754716981132075,0.005216741305481636,1.0,0,0,3,7,0.12719298245614036,0,1987,0,98034,0.9215055493003064,0.24335548172759047,1580,9104
3626039187,20150406T000000,395000.0,2,1.0,0.03622641509433963,0.0033195241934555696,1.0,0,0,3,6,0.05263157894736842,0,1953,0,98117,0.8750201061605338,0.12873754152825256,1710,6000
3524049083,20141104T000000,445000.0,4,1.75,0.1366037735849057,0.0023503200493809506,1.5,0,0,5,7,0.1567982456140351,380,1924,0,98118,0.6015763229853661,0.21013289036545757,1850,4400
3275860240,20140618T000000,770000.0,3,2.25,0.1977358490566038,0.005866108082011631,2.0,0,0,3,9,0.28728070175438597,0,1990,0,98052,0.8586134791700317,0.3496677740863845,2700,13992
4389200955,20150302T000000,1450000.0,4,2.75,0.18566037735849059,0.010460741477515372,1.5,0,0,3,8,0.18530701754385964,770,1914,1992,98004,0.7370114202991829,0.254983388704332,3060,11275
4058801670,20140717T000000,445000.0,3,2.25,0.1366037735849057,0.004652785644148218,1.0,0,2,3,8,0.14583333333333331,480,1967,0,98178,0.5681196718674641,0.22840531561462285,2660,8712
8732020310,20140717T000000,260000.0,4,2.25,0.14113207547169812,0.005022294724076666,1.0,0,0,3,8,0.11732456140350876,800,1978,0,98023,0.25253337622648075,0.1071428571428612,2090,8400
2331300505,20140613T000000,822500.0,5,3.5,0.15320754716981133,0.0026895414998070674,2.0,0,0,5,7,0.1567982456140351,600,1926,0,98103,0.837059675084447,0.13870431893688817,1700,4960
7853210060,20150406T000000,430000.0,4,2.5,0.13433962264150945,0.0022958023162767535,2.0,0,0,3,7,0.19517543859649122,0,2004,0,98065,0.6047933086697839,0.5556478405315772,1970,3748
3668000070,20150105T000000,212000.0,3,1.75,0.05811320754716981,0.004455310299793014,1.0,0,0,4,7,0.08442982456140351,0,1986,0,98092,0.1933408396332652,0.30481727574751005,1420,7680
9545240070,20150428T000000,660500.0,4,2.25,0.129811320754717,0.005502050775393602,1.0,0,0,3,8,0.12609649122807015,570,1986,0,98027,0.6086536914910852,0.38621262458472927,2060,9793
1243100136,20140612T000000,784000.0,3,3.5,0.27622641509433965,0.06697079485037608,1.5,0,0,3,9,0.23793859649122806,1490,1989,0,98052,0.8703554769181352,0.37126245847176165,2480,88500
8929000270,20140512T000000,453246.0,3,2.5,0.129811320754717,0.0010703648266124073,2.0,0,0,3,8,0.1206140350877193,620,2014,0,98029,0.636641466945477,0.43272425249169544,1690,1662
2767602356,20150126T000000,675000.0,4,3.5,0.139622641509434,0.0010649130533019876,3.0,0,0,3,9,0.20285087719298245,0,2005,0,98107,0.8323950458420484,0.11544850498340509,1540,2285
921049315,20140813T000000,199000.0,3,1.75,0.07773584905660377,0.010219046194086765,1.0,0,0,4,7,0.11293859649122807,0,1956,0,98003,0.27312208460672593,0.18521594684385434,1550,19265
3655000070,20140805T000000,220000.0,4,1.75,0.13056603773584907,0.004434108959141382,1.0,0,0,3,7,0.07894736842105263,1010,1968,0,98003,0.2814862473861979,0.18272425249169544,1750,8140
4027700812,20140529T000000,452000.0,4,2.25,0.17358490566037738,0.00574374605882221,1.0,0,0,4,8,0.11513157894736843,1250,1968,0,98028,0.9860061122728183,0.21013289036545757,1550,10436
3992700335,20140707T000000,382500.0,2,1.0,0.06792452830188679,0.002374550152982816,1.0,0,0,3,6,0.09868421052631578,0,1981,0,98125,0.8968956088145603,0.19269102990033105,1060,5715
2767603505,20140507T000000,519950.0,3,2.25,0.06641509433962264,0.0004415936381439983,3.0,0,0,3,8,0.09649122807017545,0,2014,0,98107,0.8304648544313977,0.11461794019935212,1350,1310
4232901525,20140627T000000,665000.0,2,1.0,0.061886792452830186,0.0016234169413249868,1.0,0,0,3,7,0.08991228070175439,0,1925,0,98119,0.7686987292906622,0.13372093023257037,1170,3600
1777500060,20140708T000000,527700.0,5,2.5,0.19094339622641512,0.005363939184862969,1.0,0,0,4,8,0.1381578947368421,1270,1968,0,98006,0.6672028309474172,0.3247508305647955,2820,9375
1432900240,20150508T000000,205000.0,3,1.0,0.09962264150943397,0.004881760123185846,1.0,0,0,4,7,0.07894736842105263,600,1962,0,98058,0.483191249798935,0.2890365448505037,1610,8579
